Date,Time,NO2,PM10,PM25,C_NO2,C_PM10,C_PM25
01.12.2022,21:00,4.677,3.824,2.459,5.879939,6.630043,5.7636952
01.12.2022,22:00,4.577,2.493,1.829,5.867369,5.8638816,5.2464175
01.12.2022,23:00,4.89,2.004,1.433,5.268237,5.784841,6.3399777
02.12.2022,00:00,4.689,2.534,1.417,4.768211,6.6579547,6.5410857
02.12.2022,01:00,4.157,2.514,1.437,6.840538,5.140862,6.059515
02.12.2022,02:00,4.068,2.052,1.296,5.786797,4.3549304,6.091802
02.12.2022,03:00,3.872,2.241,1.381,6.2724514,4.5261,5.6670647
02.12.2022,04:00,4.517,2.506,1.361,7.4543047,3.6950495,5.116814
02.12.2022,05:00,4.538,1.838,1.238,7.3742185,3.7103972,4.642288
02.12.2022,06:00,3.903,2.178,1.246,8.725947,3.7099142,5.0137033
02.12.2022,07:00,4.288,2.122,1.322,10.117119,3.2996979,4.621938
02.12.2022,08:00,,2.539,1.522,9.025723,6.1168065,5.515176
02.12.2022,09:00,10.637,3.245,1.82,7.0262866,5.6998034,5.248097
02.12.2022,10:00,9.48,3.727,1.767,7.1015544,5.240963,5.011774
02.12.2022,11:00,5.254,3.222,1.7,7.062213,4.8255515,5.397467
02.12.2022,12:00,5.279,2.385,1.479,8.655939,6.969341,5.1340733
02.12.2022,13:00,4.642,2.48,1.555,7.794304,6.135707,4.580443
02.12.2022,14:00,5.4,2.937,1.551,8.431262,6.2152877,5.4625673
02.12.2022,15:00,,2.801,1.756,9.487329,6.6911526,5.177071
02.12.2022,16:00,3.857,2.746,2.014,9.582664,6.467644,5.5584908
02.12.2022,17:00,,4.049,2.753,9.0007305,6.9849114,6.1908984
02.12.2022,18:00,7.384,5.22,4.184,10.465956,7.334165,6.787562
02.12.2022,19:00,7.168,7.877,6.895,9.65869,6.961727,6.934301
02.12.2022,20:00,5.695,7.678,6.769,5.6624722,6.4342203,7.466595
02.12.2022,21:00,4.068,6.581,5.549,9.520335,7.451951,7.2141695
02.12.2022,22:00,4.294,7.02,6.248,4.367565,6.701953,5.5179677
02.12.2022,23:00,3.623,7.39,6.533,4.069954,6.735945,5.9990635
03.12.2022,00:00,2.867,6.71,5.528,3.57615,6.9163823,6.0040293
03.12.2022,01:00,2.66,7.363,6.286,4.3702736,6.3173594,5.3214912
03.12.2022,02:00,2.975,8.551,7.14,6.9603486,5.870086,5.1872635
03.12.2022,03:00,2.466,7.963,7.177,6.006716,5.745325,4.867222
03.12.2022,04:00,2.158,7.925,6.883,5.0124645,4.754212,5.0928655
03.12.2022,05:00,3.179,8.112,7.022,4.9885645,5.0575914,5.158642
03.12.2022,06:00,2.63,8.141,6.604,5.7458043,4.958709,5.3436913
03.12.2022,07:00,1.977,8.208,6.619,6.3888803,4.8479953,5.17253
03.12.2022,08:00,2.428,6.665,5.336,7.794027,6.080879,5.50237
03.12.2022,09:00,,3.888,3.221,7.0439744,5.6060414,5.0776215
03.12.2022,10:00,1.776,3.534,2.439,5.5767326,5.9989476,5.1094203
03.12.2022,11:00,1.769,3.591,2.671,5.145686,5.0131803,4.8598003
03.12.2022,12:00,1.598,4.647,2.974,5.270497,4.9782405,4.649512
03.12.2022,13:00,1.872,4.587,3.173,5.7081594,5.528539,4.154027
03.12.2022,14:00,1.624,5.576,4.284,5.8333597,5.9598856,4.2323656
03.12.2022,15:00,2.045,6.164,4.434,7.1526957,6.2105474,4.662123
03.12.2022,16:00,2.916,6.859,4.673,9.12854,6.5180445,5.6462483
03.12.2022,17:00,2.599,5.545,3.86,7.475116,6.3906684,5.7132974
03.12.2022,18:00,2.191,4.809,3.826,7.3470793,5.631684,5.3905835
03.12.2022,19:00,2.483,6.272,5.164,6.9926605,5.52814,4.791656
03.12.2022,20:00,2.255,6.25,4.353,8.087115,5.369138,4.909309
03.12.2022,21:00,1.302,6.204,4.207,5.5041986,4.7241306,4.571062
03.12.2022,22:00,1.261,5.843,3.949,5.5770993,4.6883936,4.3916726
03.12.2022,23:00,1.959,5.414,3.856,6.0354686,5.34151,4.3547196
04.12.2022,00:00,1.815,5.576,3.662,4.5839705,5.571678,3.7805376
04.12.2022,01:00,1.319,4.813,3.366,5.233236,5.0746713,3.8941436
04.12.2022,02:00,1.235,4.713,3.078,8.3469305,4.1666226,4.0067573
04.12.2022,03:00,1.405,3.709,2.241,8.627126,4.3992243,4.205638
04.12.2022,04:00,0.675,5.583,3.333,4.1086636,6.0331526,6.164629
04.12.2022,05:00,1.264,7.815,4.43,3.5015688,6.4981265,5.8572555
04.12.2022,06:00,-0.277,8.79,5.427,3.5125258,6.6866903,5.9761977
04.12.2022,07:00,-0.429,10.229,6.32,3.727159,7.4168158,6.203692
04.12.2022,08:00,-0.539,8.854,5.689,3.8128328,7.501974,5.68761
04.12.2022,09:00,-0.305,7.765,5.13,4.093461,7.800401,6.7814198
04.12.2022,10:00,,9.495,6.087,3.9845648,7.125557,5.399824
04.12.2022,11:00,0.864,12.414,7.389,3.6414754,6.4491487,4.9361863
04.12.2022,12:00,0.661,8.012,5.385,3.8576045,6.1225257,5.569831
04.12.2022,13:00,3.798,17.363,13.449,4.8461823,9.148325,7.0178127
04.12.2022,14:00,0.879,15.827,11.999,5.1549163,10.341953,7.1841407
04.12.2022,15:00,0.326,8.007,4.807,7.0427165,10.128708,7.700002
04.12.2022,16:00,-0.04,17.522,11.542,7.570379,10.099507,8.23298
04.12.2022,17:00,0.084,7.525,3.529,5.0889044,11.7726145,9.13868
04.12.2022,18:00,0.76,10.111,5.44,4.40356,10.6665535,7.996407
04.12.2022,19:00,2.022,12.483,6.486,4.2624626,10.2118025,8.541969
04.12.2022,20:00,1.849,16.648,9.923,3.9289465,10.107773,7.9016943
04.12.2022,21:00,1.897,15.66,9.651,5.313769,10.707896,7.781403
04.12.2022,22:00,0.901,14.507,8.475,7.057562,10.937097,8.388931
04.12.2022,23:00,1.621,11.424,5.697,4.56067,11.535859,8.762123
05.12.2022,00:00,1.659,10.48,5.689,4.69683,8.55267,5.663172
05.12.2022,01:00,1.909,10.675,6.501,3.9413521,8.19341,5.4755836
05.12.2022,02:00,1.813,10.382,7.011,2.752748,8.324437,6.626799
05.12.2022,03:00,3.969,12.681,6.841,2.1420448,9.377454,5.930669
05.12.2022,04:00,0.368,11.329,5.688,2.0692213,7.931389,5.2989764
05.12.2022,05:00,-0.126,6.781,3.721,2.7596557,8.579194,5.0776696
05.12.2022,06:00,0.319,10.099,4.927,4.428654,9.796641,5.3203955
05.12.2022,07:00,0.899,7.927,3.842,5.1998653,7.990593,5.7705746
05.12.2022,08:00,2.074,8.069,4.238,6.65176,9.119575,6.0810947
05.12.2022,09:00,1.84,9.63,4.966,7.2817945,9.182728,6.6994233
05.12.2022,10:00,4.933,8.357,4.566,7.4179525,10.207529,7.731721
05.12.2022,11:00,,10.363,4.772,7.203969,10.863645,7.0997567
05.12.2022,12:00,2.595,12.127,6.28,7.58552,11.160117,7.2456045
05.12.2022,13:00,2.605,19.087,9.585,7.1889377,13.302824,8.173841
05.12.2022,14:00,1.763,19.085,9.981,8.348103,14.793834,8.728242
05.12.2022,15:00,1.539,17.882,7.684,7.532066,14.261802,8.216235
05.12.2022,16:00,0.889,17.282,6.951,5.8667383,11.09501,7.8175397
05.12.2022,17:00,0.88,12.902,5.749,5.1441026,11.15534,7.4689918
05.12.2022,18:00,2.163,15.327,8.076,4.89854,11.968208,7.0975895
05.12.2022,19:00,1.212,16.239,8.365,4.8028283,13.421528,8.043623
05.12.2022,20:00,0.815,14.927,6.579,5.8202333,10.803733,7.486528
05.12.2022,21:00,0.844,15.946,7.942,4.8942537,11.793536,7.1408935
05.12.2022,22:00,-0.087,19.917,8.33,5.7406735,10.448278,9.007639
05.12.2022,23:00,1.058,19.808,8.797,6.315931,11.432849,10.519916
06.12.2022,00:00,1.163,15.866,7.278,5.7989383,14.129256,12.403774
06.12.2022,01:00,6.027,16.103,11.942,6.5818515,16.584974,14.659015
06.12.2022,02:00,4.087,16.177,13.559,6.6070027,17.84825,13.929823
06.12.2022,03:00,3.025,14.763,12.745,5.5457006,16.829918,14.537255
06.12.2022,04:00,6.748,15.904,13.829,4.4512825,16.776005,13.544188
06.12.2022,05:00,3.912,17.191,15.157,5.5046706,15.686055,13.914777
06.12.2022,06:00,5.814,18.908,15.73,7.9836593,15.913235,14.360528
06.12.2022,07:00,5.811,17.845,15.665,11.039298,17.607164,15.995965
06.12.2022,08:00,16.179,16.804,14.721,13.260337,17.295574,16.719233
06.12.2022,09:00,17.232,18.391,15.499,12.835947,16.788754,16.034876
06.12.2022,10:00,10.905,18.315,15.239,10.220156,16.613836,16.609465
06.12.2022,11:00,7.69,18.9,13.224,8.275162,16.201021,15.039741
06.12.2022,12:00,,12.695,10.422,8.313206,14.898137,14.21096
06.12.2022,13:00,5.512,14.863,12.749,8.633911,15.511884,14.2559595
06.12.2022,14:00,7.414,17.345,15.802,9.52422,14.779142,13.621727
06.12.2022,15:00,8.298,18.722,17.034,10.600734,16.966389,15.78954
06.12.2022,16:00,9.394,21.193,17.4,12.451748,18.452286,17.48754
06.12.2022,17:00,11.424,27.228,22.317,13.661811,20.783432,19.70216
06.12.2022,18:00,8.793,20.759,19.364,14.863102,21.249428,19.688614
06.12.2022,19:00,20.966,34.399,31.1,17.884018,18.82143,16.48732
06.12.2022,20:00,17.301,35.082,32.215,15.803433,19.645088,17.63163
06.12.2022,21:00,10.024,33.431,30.726,12.92691,19.420639,16.783922
06.12.2022,22:00,10.006,38.201,35.206,10.400982,17.867928,15.636035
06.12.2022,23:00,8.879,31.996,28.763,9.013091,14.2224245,13.215157
07.12.2022,00:00,7.114,27.684,24.616,5.671153,13.783321,13.621953
07.12.2022,01:00,3.658,22.264,19.82,5.5529823,12.842472,11.919435
07.12.2022,02:00,3.824,21.998,19.768,5.070305,10.504692,10.879488
07.12.2022,03:00,3.277,22.338,20.162,4.598036,8.766051,8.285835
07.12.2022,04:00,3.31,23.002,20.293,4.3489623,7.6365695,7.220245
07.12.2022,05:00,2.327,19.987,16.975,4.061178,7.1798635,6.881434
07.12.2022,06:00,2.383,19.568,15.925,5.298439,7.807453,7.3638315
07.12.2022,07:00,3.436,18.927,15.513,7.7628927,7.8808303,7.512824
07.12.2022,08:00,18.662,23.003,17.97,7.9394054,7.846424,7.5093246
07.12.2022,09:00,17.53,29.214,19.107,7.692094,7.5695896,7.02676
07.12.2022,10:00,16.711,29.169,17.865,7.7466993,7.942508,7.2190237
07.12.2022,11:00,15.622,23.689,14.468,6.2547636,8.34484,6.8388515
07.12.2022,12:00,20.826,33.978,23.458,6.3252563,7.3326864,7.0340023
07.12.2022,13:00,,26.538,18.265,5.3149395,8.432622,7.6259184
07.12.2022,14:00,10.974,16.898,11.024,5.3866763,9.667147,7.398125
07.12.2022,15:00,8.757,16.417,12.355,5.9335294,8.495959,8.000879
07.12.2022,16:00,9.34,18.756,14.261,6.561445,10.779165,8.967614
07.12.2022,17:00,10.835,22.881,17.739,7.6551175,12.656869,8.752436
07.12.2022,18:00,11.644,18.652,14.983,9.200164,11.92593,10.111649
07.12.2022,19:00,8.376,13.661,10.907,6.7338996,10.880252,8.881599
07.12.2022,20:00,7.602,12.052,9.286,6.4483237,9.969881,8.884575
07.12.2022,21:00,6.72,10.41,7.615,5.74437,8.958404,8.153879
07.12.2022,22:00,4.935,10.616,7.839,5.369655,7.96395,6.556782
07.12.2022,23:00,5.936,9.187,6.968,5.543085,7.4837346,5.839733
08.12.2022,00:00,4.812,8.146,5.739,4.3546624,7.655899,6.162189
08.12.2022,01:00,4.262,7.587,5.504,5.18814,7.1191874,6.878452
08.12.2022,02:00,3.124,7.411,5.031,6.2547636,5.4991884,6.474271
08.12.2022,03:00,3.073,6.306,4.189,8.13976,5.142509,4.8769407
08.12.2022,04:00,1.947,5.898,3.786,5.8250284,5.0730543,5.385961
08.12.2022,05:00,1.841,4.65,3.125,8.299825,4.850036,5.686726
08.12.2022,06:00,2.046,4.596,3.066,8.201247,5.363938,6.262875
08.12.2022,07:00,2.43,4.727,3.214,10.1824255,5.8061433,7.2191157
08.12.2022,08:00,13.183,7.281,5.101,15.556676,6.726026,8.075843
08.12.2022,09:00,20.617,13.297,6.425,13.366337,15.327998,15.34249
08.12.2022,10:00,29.865,18.595,10.72,8.99658,16.761984,18.208218
08.12.2022,11:00,22.032,21.951,16.184,11.06897,17.230013,14.168401
08.12.2022,12:00,11.549,14.909,12.108,10.674143,11.016152,10.998493
08.12.2022,13:00,8.332,11.528,8.372,9.423203,8.915213,9.151675
08.12.2022,14:00,,9.008,6.613,7.976126,9.218352,8.805376
08.12.2022,15:00,7.516,9.739,7.498,8.254205,10.116192,7.7660866
08.12.2022,16:00,8.202,11.369,8.86,10.218074,11.41958,9.645005
08.12.2022,17:00,11.784,15.679,12.205,9.848975,13.75118,11.15246
08.12.2022,18:00,12.49,20.377,15.91,8.969144,13.765046,12.350157
08.12.2022,19:00,11.149,17.365,14.504,8.56204,14.98621,14.713467
08.12.2022,20:00,13.583,16.94,14.241,7.968394,16.60479,16.446096
08.12.2022,21:00,7.049,14.357,11.443,7.5898542,18.519608,18.35657
08.12.2022,22:00,6.258,16.654,14.319,8.022731,18.9454,18.03617
08.12.2022,23:00,8.721,19.861,17.816,11.292685,17.71626,17.423183
09.12.2022,00:00,8.743,24.968,22.887,10.433757,13.609956,14.827945
09.12.2022,01:00,4.871,18.749,16.959,8.698235,9.56222,8.859234
09.12.2022,02:00,3.786,16.717,15.238,4.4116673,9.173456,8.063256
09.12.2022,03:00,2.967,14.128,12.587,4.4548416,9.30049,7.9013853
09.12.2022,04:00,4.564,12.383,10.532,5.1939287,8.550614,7.555367
09.12.2022,05:00,4.83,7.789,6.267,6.2822614,8.366042,6.9283614
09.12.2022,06:00,1.319,10.974,6.273,4.927413,9.481278,6.247398
09.12.2022,07:00,0.98,11.891,6.849,4.187211,9.73595,6.506389
09.12.2022,08:00,0.923,10.18,5.883,4.652968,10.346923,7.019947
09.12.2022,09:00,0.521,9.51,4.742,4.503232,11.791178,8.062125
09.12.2022,10:00,0.998,11.775,5.976,4.671118,13.983169,9.243954
09.12.2022,11:00,0.888,12.697,7.069,4.6711965,12.750899,8.684158
09.12.2022,12:00,0.455,20.806,10.838,4.7379713,12.291332,8.480464
09.12.2022,13:00,1.47,36.268,16.526,5.48459,15.123606,9.589776
09.12.2022,14:00,0.91,47.337,20.712,5.519156,17.63568,9.940742
09.12.2022,15:00,,44.49,20.13,5.7282486,17.637928,10.065122
09.12.2022,16:00,1.459,37.847,18.126,6.7475924,18.388279,10.460583
09.12.2022,17:00,1.34,35.611,17.378,6.861575,14.661085,8.6919985
09.12.2022,18:00,1.817,27.084,14.817,9.578983,15.47801,10.331301
09.12.2022,19:00,4.032,19.768,11.434,11.064246,13.814415,11.089614
09.12.2022,20:00,12.006,23.289,17.084,8.655026,12.7995405,9.805684
09.12.2022,21:00,8.274,19.112,14.612,9.940005,11.807858,8.787837
09.12.2022,22:00,7.684,14.963,11.035,10.142616,14.051811,9.576416
09.12.2022,23:00,7.488,11.375,8.465,9.953864,12.225332,10.184382
10.12.2022,00:00,7.407,12.235,9.683,8.645969,13.097491,9.670602
10.12.2022,01:00,8.584,14.654,11.842,7.9683967,13.801639,10.922435
10.12.2022,02:00,8.94,15.705,12.272,7.4981017,13.327508,9.960215
10.12.2022,03:00,9.488,15.59,12.584,6.6009917,12.829973,8.637218
10.12.2022,04:00,7.423,17.553,13.456,6.283656,10.176096,7.422727
10.12.2022,05:00,7.732,18.183,15.268,6.210486,7.844634,6.6551123
10.12.2022,06:00,5.461,17.973,15.091,6.4028454,7.862809,6.7216153
10.12.2022,07:00,4.867,16.422,14.729,7.1977987,7.474458,6.9520288
10.12.2022,08:00,4.791,16.075,14.443,7.6779695,8.292306,7.6354556
10.12.2022,09:00,5.901,14.664,13.357,7.9244814,7.0581093,6.324614
10.12.2022,10:00,8.635,15.311,14.085,8.910898,6.6884403,4.155918
10.12.2022,11:00,10.905,11.968,10.593,7.5159335,5.9042997,3.6234238
10.12.2022,12:00,12.823,6.734,5.694,7.4303303,4.8239427,4.035881
10.12.2022,13:00,14.871,6.801,5.43,7.970115,7.925422,4.2747097
10.12.2022,14:00,10.031,6.773,5.191,7.107694,4.5711207,3.8655345
10.12.2022,15:00,16.143,14.212,13.066,7.557487,5.808736,5.06249
10.12.2022,16:00,,9.372,7.743,7.589559,4.1802316,4.0607743
10.12.2022,17:00,6.841,4.146,1.869,9.550213,2.6997266,2.9795108
10.12.2022,18:00,5.472,3.119,1.689,7.8149753,1.4023904,2.1405215
10.12.2022,19:00,6.658,3.855,2.18,11.471575,1.3752744,1.9523157
10.12.2022,20:00,5.634,2.92,1.594,13.211668,1.4580677,1.4059855
10.12.2022,21:00,4.225,2.53,1.357,11.309976,1.5395414,1.5133393
10.12.2022,22:00,2.823,2.858,1.231,8.825208,1.3785858,1.0005294
10.12.2022,23:00,1.827,2.648,1.082,9.253621,1.3608906,1.180869
11.12.2022,00:00,2.775,2.49,0.968,6.6566477,1.097455,1.1442572
11.12.2022,01:00,2.55,2.005,0.816,7.128961,0.88875026,1.0785998
11.12.2022,02:00,3.636,2.934,0.909,4.6570983,1.0719959,1.2489723
11.12.2022,03:00,1.239,3.689,1.047,7.4396114,1.5192928,1.2001625
11.12.2022,04:00,0.609,2.413,1.028,6.6645203,2.285205,2.5933478
11.12.2022,05:00,0.523,2.159,1.017,3.3623824,2.1912825,1.5454158
11.12.2022,06:00,0.645,2.379,1.118,3.422229,2.7811887,1.7461659
11.12.2022,07:00,1.175,2.36,1.335,3.1611528,2.8748047,2.0445633
11.12.2022,08:00,1.546,3.397,1.793,3.6742308,4.139531,2.132486
11.12.2022,09:00,2.252,4.096,2.161,4.2624626,4.790991,2.5547774
11.12.2022,10:00,3.102,4.221,2.336,4.8503485,4.42139,3.1399376
11.12.2022,11:00,2.41,3.976,2.422,5.2951164,4.2443185,3.654323
11.12.2022,12:00,1.662,3.183,1.959,5.8261776,4.5392632,3.4714932
11.12.2022,13:00,1.451,2.798,1.88,7.288346,4.2131095,3.4829113
11.12.2022,14:00,1.837,4.149,2.736,8.854853,3.539231,3.1296537
11.12.2022,15:00,1.073,3.174,2.141,8.000075,3.5984025,3.3535604
11.12.2022,16:00,1.142,4.542,3.191,9.987662,3.9950714,3.8804018
11.12.2022,17:00,,5.092,3.605,11.287298,4.399633,4.8161993
11.12.2022,18:00,1.254,4.822,3.4,11.467513,3.937378,4.0216403
11.12.2022,19:00,1.465,4.979,3.409,6.576758,3.7736948,3.6142652
11.12.2022,20:00,1.805,5.422,3.808,4.3046145,3.8818336,3.346969
11.12.2022,21:00,2.587,5.942,4.491,4.7367206,3.9000826,3.7968988
11.12.2022,22:00,3.655,8.159,6.98,3.9505768,4.4882894,4.7212605
11.12.2022,23:00,2.784,6.126,4.979,3.4426343,4.180207,4.4771943
12.12.2022,00:00,2.06,7.177,6.129,2.9769893,3.598977,3.741782
12.12.2022,01:00,3.026,6.979,5.761,2.7308147,4.5773416,4.607957
12.12.2022,02:00,2.042,4.939,4.02,2.2894607,4.3161917,4.471836
12.12.2022,03:00,1.829,4.719,3.756,2.8472593,4.23924,4.279826
12.12.2022,04:00,2.326,4.728,3.745,3.5980544,4.120577,3.764428
12.12.2022,05:00,2.094,4.44,3.442,5.304751,3.5776117,3.0956824
12.12.2022,06:00,1.617,3.903,3.179,6.24678,2.8810835,2.5649505
12.12.2022,07:00,2.76,4.034,3.291,8.010799,2.744005,2.4608047
12.12.2022,08:00,12.292,10.277,4.902,10.582321,5.165929,3.6075308
12.12.2022,09:00,12.81,8.898,4.309,9.585733,5.3556733,3.4924629
12.12.2022,10:00,14.249,11.675,4.17,5.7161074,4.48847,3.791682
12.12.2022,11:00,6.325,14.486,4.175,5.8589506,4.2103906,3.5555034
12.12.2022,12:00,2.156,8.054,3.295,4.55024,4.2793975,4.131275
12.12.2022,13:00,4.151,12.377,4.399,5.292354,4.675755,4.6263704
12.12.2022,14:00,2.886,24.183,5.63,5.8861785,5.3378105,5.151904
12.12.2022,15:00,3.06,6.492,3.078,5.8264294,5.8471365,5.238439
12.12.2022,16:00,5.066,4.733,3.304,6.715512,6.8479776,5.702117
12.12.2022,17:00,6.114,5.669,4.168,9.834748,6.8358803,6.5389214
12.12.2022,18:00,,21.731,20.034,6.4919505,7.5581284,7.060407
12.12.2022,19:00,23.443,36.06,32.516,6.552341,7.086786,6.626575
12.12.2022,20:00,10.066,20.141,17.717,6.0459795,5.9317207,5.8999906
12.12.2022,21:00,7.31,15.118,13.176,4.92847,6.187051,5.9878926
12.12.2022,22:00,3.832,9.149,8.081,4.1017075,6.024266,5.4805865
12.12.2022,23:00,3.769,7.951,7.304,7.137041,5.3761544,4.934009
13.12.2022,00:00,3.458,8.449,7.772,6.7162766,4.1632996,4.104773
13.12.2022,01:00,3.123,8.748,7.914,4.358931,3.5474272,3.627253
13.12.2022,02:00,2.847,8.612,7.915,4.6043434,3.9822936,3.018968
13.12.2022,03:00,1.655,5.649,5.291,3.892702,4.0067325,3.4183881
13.12.2022,04:00,1.916,4.998,4.502,5.3069005,3.4124951,2.9982736
13.12.2022,05:00,1.373,3.697,3.156,2.3782506,3.777496,3.0621681
13.12.2022,06:00,1.158,3.532,2.876,3.4690359,4.107292,3.0529854
13.12.2022,07:00,6.823,3.171,2.093,5.109488,4.337437,3.2892373
13.12.2022,08:00,15.76,11.003,4.53,6.4970555,5.841421,3.8596237
13.12.2022,09:00,13.318,13.021,4.284,8.016881,6.635053,4.431104
13.12.2022,10:00,12.059,20.388,5.335,10.064885,5.914094,4.9526167
13.12.2022,11:00,5.431,18.669,4.456,8.991251,5.6238885,4.8517776
13.12.2022,12:00,6.15,6.157,3.219,9.364906,6.494385,5.774046
13.12.2022,13:00,9.351,21.438,5.419,6.7196283,7.2635603,5.94515
13.12.2022,14:00,9.739,28.505,7.227,6.356475,7.1362557,6.1227803
13.12.2022,15:00,5.118,18.459,5.581,7.3040056,7.2046313,5.7060175
13.12.2022,16:00,5.408,6.974,4.065,6.487005,6.7383747,6.18008
13.12.2022,17:00,6.514,8.138,5.791,6.2962775,6.6738057,5.7029943
13.12.2022,18:00,5.991,9.441,7.412,5.998118,5.705975,5.847647
13.12.2022,19:00,,10.063,7.606,8.059047,4.825283,4.5865293
13.12.2022,20:00,7.514,12.641,10.748,9.161429,5.704501,4.900172
13.12.2022,21:00,7.847,18.298,16.148,11.272716,5.0133896,4.914152
13.12.2022,22:00,6.199,15.675,13.581,10.901533,3.8880997,4.7441797
13.12.2022,23:00,5.036,12.078,11.119,5.4275002,5.6938334,5.0432787
14.12.2022,00:00,6.101,16.358,14.781,5.223065,5.3303685,5.1757474
14.12.2022,01:00,5.255,15.354,14.071,5.1408963,6.171134,4.463661
14.12.2022,02:00,4.1,13.342,12.496,4.90855,4.9718733,4.5366216
14.12.2022,03:00,3.125,9.761,9.111,3.8556788,4.828755,3.972531
14.12.2022,04:00,3.151,8.067,7.344,3.2473063,4.7768917,3.5618112
14.12.2022,05:00,2.572,6.359,5.682,2.8821888,4.4194617,3.9582067
14.12.2022,06:00,1.811,4.857,4.268,7.282945,5.760525,4.65018
14.12.2022,07:00,3.437,4.491,3.979,11.366182,5.719601,4.604301
14.12.2022,08:00,15.38,40.064,8.12,11.652705,8.469636,5.4713187
14.12.2022,09:00,22.421,37.029,9.788,10.795894,7.533446,6.8517222
14.12.2022,10:00,17.262,67.889,18.303,11.821157,6.910258,4.9262953
14.12.2022,11:00,19.003,77.278,20.32,11.334692,5.6970744,4.483854
14.12.2022,12:00,13.213,39.468,16.38,11.010627,6.344873,5.063722
14.12.2022,13:00,21.301,80.126,23.23,8.900064,7.050405,4.9187903
14.12.2022,14:00,48.767,113.196,38.556,8.361303,6.369636,5.9763694
14.12.2022,15:00,25.301,74.776,24.24,10.658823,6.3658257,5.94446
14.12.2022,16:00,13.271,21.566,15.753,14.261474,7.9212804,6.793694
14.12.2022,17:00,9.821,14.342,11.551,14.216995,8.807102,7.029783
14.12.2022,18:00,12.491,17.451,15.27,14.860148,7.659537,7.6595397
14.12.2022,19:00,43.085,49.773,42.825,12.342731,7.24573,7.1432943
14.12.2022,20:00,,71.112,61.955,11.158147,6.049963,6.0190415
14.12.2022,21:00,11.22,16.092,13.961,8.660717,6.1340303,5.373296
14.12.2022,22:00,9.939,12.086,10.678,9.927111,7.8798623,6.412817
14.12.2022,23:00,8.105,10.965,9.2,10.624878,9.975338,7.7071967
15.12.2022,00:00,8.939,14.307,13.329,8.746584,10.632213,9.394514
15.12.2022,01:00,7.467,13.556,12.658,8.07995,8.396452,7.4604707
15.12.2022,02:00,7.175,11.77,10.871,6.857657,8.698125,6.963496
15.12.2022,03:00,3.337,7.473,6.632,6.300013,8.068837,5.9080815
15.12.2022,04:00,4.073,7.808,7.161,5.3532863,9.67789,6.81348
15.12.2022,05:00,4.083,7.571,7.027,5.424479,9.720684,8.007186
15.12.2022,06:00,4.775,8.489,7.864,6.0824256,11.521717,9.118351
15.12.2022,07:00,5.279,8.579,7.845,9.057631,10.913485,9.132429
15.12.2022,08:00,11.829,19.727,9.031,11.040759,13.00213,10.331386
15.12.2022,09:00,7.72,8.36,7.049,10.072833,14.170626,10.636084
15.12.2022,10:00,4.469,5.491,4.51,9.562697,11.539684,10.503049
15.12.2022,11:00,6.916,7.808,6.532,8.243454,8.60306,7.709882
15.12.2022,12:00,5.452,5.856,5.096,6.924637,9.724365,7.139766
15.12.2022,13:00,9.122,9.072,7.226,10.356096,7.2777634,6.7067733
15.12.2022,14:00,11.664,9.778,8.065,10.1459,8.355522,6.5226946
15.12.2022,15:00,4.465,5.349,4.513,9.596348,6.3140087,5.756522
15.12.2022,16:00,2.606,5.369,4.337,11.481746,8.05357,6.5248675
15.12.2022,17:00,4.424,9.024,7.272,8.568165,7.7686,6.181155
15.12.2022,18:00,1.622,8.105,5.683,5.9957895,8.07201,5.945143
15.12.2022,19:00,0.702,8.311,5.431,3.3434508,7.4412313,4.752564
15.12.2022,20:00,1.263,7.504,5.425,3.452513,7.919784,4.3677044
15.12.2022,21:00,,7.413,4.831,3.692695,9.6922655,5.075885
15.12.2022,22:00,0.492,7.81,5.473,3.15526,12.470147,4.959597
15.12.2022,23:00,-0.1,14.668,10.378,3.5129516,10.312933,5.285068
16.12.2022,00:00,1.474,15.502,10.815,3.9131374,10.608523,6.3013773
16.12.2022,01:00,3.161,16.512,11.304,3.5478466,12.918462,7.132995
16.12.2022,02:00,2.29,18.913,11.853,3.8036125,13.04466,7.804147
16.12.2022,03:00,2.208,21.282,12.782,7.252666,9.970137,7.2424583
16.12.2022,04:00,10.467,18.141,11.966,8.596601,6.4010916,4.81668
16.12.2022,05:00,21.65,18.517,15.113,7.8944635,8.319563,4.8754344
16.12.2022,06:00,12.84,14.742,11.886,11.728382,6.0230794,5.1641045
16.12.2022,07:00,10.465,10.284,8.88,10.052134,5.1574306,4.858424
16.12.2022,08:00,15.958,7.263,5.156,10.1132965,5.6414056,5.004309
16.12.2022,09:00,17.194,8.381,6.34,11.701609,9.02152,7.3327556
16.12.2022,10:00,19.49,9.393,8.191,11.443037,8.6264925,7.349171
16.12.2022,11:00,24.466,16.028,11.751,11.852492,5.590665,4.808048
16.12.2022,12:00,15.411,9.951,7.352,11.487762,6.7276444,5.8782315
16.12.2022,13:00,8.027,6.886,4.34,13.657882,6.630121,6.3820443
16.12.2022,14:00,9.207,6.835,4.214,16.146246,7.305049,6.984929
16.12.2022,15:00,6.54,6.273,3.754,16.56877,7.5541706,6.7104235
16.12.2022,16:00,7.113,8.054,5.56,17.993153,5.756771,6.4091125
16.12.2022,17:00,22.998,12.432,8.727,18.376865,5.5760536,6.097263
